vineyard_id,name,owner,appelation,country,region
52378,Domaine Faiveley,Roger Voss,Clos des Myglands,France,Mercurey
52379,Durant,Paul Gregutt,La Casita,US,Dundee Hills
52380,Easton,Jim Gordon,Monarch Mine Vineyard,US,Sierra Foothills
52381,El Pistolero,Matt Kettmann,Limitado,US,Santa Lucia Highland
52382,Fattoria La Rivolta,Kerin O’Keefe,Taburno,Italy,Sannio
52383,Feudo Disisa,Kerin O’Keefe,Terre delle Fate,Italy,Sicilia
52384,Mastroberardino,Kerin O’Keefe,Novaserra,Italy,Greco di Tufo
52385,Pietradolce,Kerin O’Keefe,Bianco,Italy,Etna
52386,Prospect 772,Jim Gordon,Black Tie Charlie,US,California
52387,Kuentz-Bas,Anne Krebiehl MW,Trois Chateaux,France,Alsace
52388,Pommery,Roger Voss,Brut Royal,France,Champagne
52389,Terrazas de Los Andes,Michael Schachner,Reserva,Argentina,Mendoza
52390,Carlos Basso,Michael Schachner,Dos Fincas,Argentina,Uco Valley
52391,Árido,Michael Schachner,Sustainably Farmed,Argentina,Mendoza
52392,Funky Llama,Michael Schachner,Unoaked,Argentina,Mendoza
52393,Espuela del Gaucho,Michael Schachner,Gaucho Spur,Argentina,Mendoza
52394,3 Steves Winery,Virginie Boone,Reserve,US,Livermore Valley
52395,Finca Pasión,Michael Schachner,Mi Fuego,Argentina,Mendoza
52396,Maison Bleue,Paul Gregutt,Gravière Upland Vineyard Mourvèdre-,US,Snipes Mountain
52397,William Knuttel,Virginie Boone,D. Rafanelli Vineyard Terraces Bloc,US,Dry Creek Valley
52398,Jermann,Kerin O’Keefe,Vintage Tunina,Italy,Venezia Giulia
52399,Landmark,Virginie Boone,Rodgers Creek Vineyard,US,Sonoma Coast
52400,Le Salette,Kerin O’Keefe,Pergole Vece,Italy,Amarone della Valpol
52401,Domaine Laleure-Piot,Roger Voss,En Caradeux Premier Cru,France,Pernand-Vergelesses
52402,Domaine Laleure-Piot,Roger Voss,Ile de Vergelesses Premier Cru,France,Pernand-Vergelesses
52403,Ehlers Estate,Virginie Boone,1886,US,St. Helena
52404,I Stefanini,Kerin O’Keefe,Monte di Fice,Italy,Soave Classico
52405,Jaffurs,Matt Kettmann,Upslope,US,Santa Barbara County
52406,Abbazia di Novacella,Kerin O’Keefe,Praepositus,Italy,Alto Adige
52407,Alex Gambal,Roger Voss,Les Echanges Premier Cru,France,Chambolle-Musigny
52408,Banfi,Kerin O’Keefe,Poggio alle Mura Riserva,Italy,Brunello di Montalci
52409,Dolin,Matt Kettmann,Bien Nacido Vineyard,US,Santa Maria Valley
52410,Ruby Hill Winery,Jim Gordon,Reserve Collection,US,Livermore Valley
52411,Shaw,Anna Lee C. Iijima,Reserve,US,Finger Lakes
52412,Six Sigma Ranch,Jim Gordon,Else's Reserve,US,Lake County
52413,Stephen Ross,Matt Kettmann,Bee Sweet Vineyard,US,Edna Valley
52414,Terlan,Kerin O’Keefe,Winkl,Italy,Alto Adige
52415,Alain Jaume et Fils,Joe Czerwinski,Domaine Grand Veneur Les Origines,France,Châteauneuf-du-Pape
52416,kukkula,Matt Kettmann,Pas de Deux,US,Adelaida District
52417,Château Gaudrelle,Roger Voss,Vigneau Brut,France,Crémant de Loire
52418,Château Maison Noble,Roger Voss,Cuvée Maurice,France,Bordeaux Blanc
52419,Dunham,Sean P. Sullivan,Shirley Mays Lewis Estate Vineyard,US,Columbia Valley (WA)
52420,Gamache,Sean P. Sullivan,Barrel Select Nicolas,US,Columbia Valley (WA)
52421,Gamache,Sean P. Sullivan,Estate Grown,US,Columbia Valley (WA)
52422,Goodfellow,Paul Gregutt,Whistling Ridge Vineyard,US,Ribbon Ridge
52423,Gorman,Sean P. Sullivan,The Albatross Reserve,US,Red Mountain
52424,Gorman,Sean P. Sullivan,The F.O.G.,US,Columbia Gorge (WA)
52425,Gundlach Bundschu,Virginie Boone,Mountain Cuvée,US,Sonoma County
52426,Bleasdale,Joe Czerwinski,The Broad-side,Australia,Langhorne Creek
52427,Casa de la Ermita,Michael Schachner,Lunático,Spain,Jumilla
52428,Cuatro Pasos,Michael Schachner,Pizarras de Otero,Spain,Bierzo
52429,Willm,Anne Krebiehl MW,Réserve,France,Alsace
52430,Wit's End,Joe Czerwinski,Lopresti Block 10 Vineyard,Australia,McLaren Vale
52431,Attems,Kerin O’Keefe,Cicinis,Italy,Collio
52432,Stable Hill,Joe Czerwinski,The Little Villager,Australia,Adelaide Hills
52433,Vercingetorix VX,Paul Gregutt,Auzriel,US,Oregon
52434,Mollydooker,Joe Czerwinski,Miss Molly,Australia,McLaren Vale
52435,Pagos del Rey,Michael Schachner,Blume,Spain,Rueda
52436,Rodriguez Sanzo,Michael Schachner,Give Me Five by Javier Rodriguez,Spain,Rioja
52437,Zoetic Wines,Virginie Boone,Grazioso,US,Russian River Valley
52438,Eguren,Michael Schachner,Selección,Spain,Vino de la Tierra de
52439,Matarromera,Michael Schachner,Granza Made From Organic Grapes,Spain,Rueda
52440,Narmada,Carrie Dykes,Virginia Mom,US,Virginia
52441,Moorooduc,Joe Czerwinski,Robinson Vineyard,Australia,Mornington Peninsula
52442,Veramar,Carrie Dykes,Riesling-Vidal Blanc,US,Virginia
52443,Lambert,Joe Czerwinski,The Prologue Sparkling Pinot Noir-C,Australia,Barossa Valley
52444,Trump,Carrie Dykes,Estate Bottled,US,Monticello
52445,Harry & David,Paul Gregutt,Ross Lane,US,Southern Oregon
52446,Ignacio Marín,Michael Schachner,Wine Wings Moscatel-Garnacha,Spain,Cariñena
52447,James Charles,Carrie Dykes,Arrivato 1913 Ameritage,US,Virginia
52448,Cathedral Ridge,Paul Gregutt,Bangsund Vineyard,US,Columbia Valley (OR)
52449,Tangley Oaks,Paul Gregutt,Lot #25,US,Willamette Valley
52450,Jaxon Keys,Jim Gordon,Estate Grown Cecil Keys Vineyard,US,Mendocino
52451,Harry & David,Paul Gregutt,Pinot Noir,US,Oregon
52452,Beresford,Joe Czerwinski,Single Vineyard,Australia,McLaren Vale
52453,Dinastía Vivanco,Michael Schachner,Reserva,Spain,Rioja
52454,Domaine de la Sanglière,Roger Voss,La Riviera,France,Côtes de Provence
52455,Domaine Sainte-Marie,Roger Voss,Vie Vité Extraordinaire,France,Côtes de Provence
52456,Domaines Schlumberger,Roger Voss,Les Princes Abbés,France,Alsace
52457,Doyenne,Paul Gregutt,Grand Ciel Vineyard,US,Red Mountain
52458,Zuccardi,Michael Schachner,Emma,Argentina,Mendoza
52459,Jorge Ordóñez & Co.,Michael Schachner,Botani Dry,Spain,Málaga
52460,Ampelos,Matt Kettmann,Rosé of,US,Santa Ynez Valley
52461,Raventós I Blanc,Michael Schachner,de Nit,Spain,Spain
52462,Red Newt Cellars,Anna Lee C. Iijima,Lahoma Vineyards,US,Finger Lakes
52463,T'Jara,Anna Lee C. Iijima,Reserve,US,North Fork of Long I
52464,Domaines Ott,Roger Voss,Château de Selle,France,Côtes de Provence
52465,Feudi di San Gregorio,Kerin O’Keefe,Brut Metodo Classico,Italy,Vino Spumante
52466,Foss Marai,Kerin O’Keefe,Nadin Millesimato Dry,Italy,Valdobbiadene Prosec
52467,Georges Duboeuf,Roger Voss,Château des Capitans,France,Juliénas
52468,Georges Duboeuf,Roger Voss,Domaine de Duriaz,France,Côte de Brouilly
52469,Alta Alella,Michael Schachner,Bruel,Spain,Cava
52470,Ambo Secco,Kerin O’Keefe,Brut,Italy,Valdobbiadene Prosec
52471,Baracchi,Kerin O’Keefe,Brut Metodo Classico,Italy,Vino Spumante
52472,Bodega Rolland,Michael Schachner,Mariflor Michel Rolland,Argentina,Mendoza
52473,Bravium,Virginie Boone,Abbassi Vineyard,US,Carneros
52474,Canard-Duchêne,Roger Voss,Charles VII La Grande Cuvée Blanc d,France,Champagne
52475,Case Bianche,Kerin O’Keefe,Vigna del Cuc,Italy,Valdobbiadene Prosec
52476,Chassenay d'Arce,Roger Voss,Cuvée Première Brut,France,Champagne
52477,Rock Wall,Jim Gordon,Alverd,US,Yolo County
52478,Rocky Hill,Virginie Boone,Richard Dinner Vineyards,US,Sonoma Mountain
52479,Ruggeri & C.,Kerin O’Keefe,Giall'Oro Extra Dry,Italy,Valdobbiadene Prosec
52480,Siete Fincas,Michael Schachner,Selected Vineyards,Argentina,Mendoza
52481,Signorello,Virginie Boone,Hope's Cuvée,US,Napa Valley
52482,Sol Rouge,Jim Gordon,Gypsy Rouge,US,Red Hills Lake Count
52483,Astoria,Kerin O’Keefe,Extra Dry,Italy,Valdobbiadene Prosec
52484,Case Bianche,Kerin O’Keefe,Tenuta Col Santago Undici,Italy,Conegliano Valdobbia
52485,Dalrymple,Joe Czerwinski,Pipers River,Australia,Tasmania
52486,Donkey & Goat,Jim Gordon,Sluice Box,US,El Dorado
52487,Fratelli Alessandria,Kerin O’Keefe,Monvigliero,Italy,Barolo
52488,Nuggucciet,Matt Kettmann,Clos Pepe Vineyard,US,Sta. Rita Hills
52489,Oso Libre,Matt Kettmann,Jovis Italic Blend,US,Paso Robles
52490,Pali,Matt Kettmann,Fiddlestix Vineyard,US,Sta. Rita Hills
52491,Le Strette,Kerin O’Keefe,Bergera Pezzole,Italy,Barolo
52492,Wedell Cellars,Matt Kettmann,Fiddlestix Vineyard The Barn Find,US,Sta. Rita Hills
52493,Winderlea,Paul Gregutt,Weber Vineyard,US,Dundee Hills
52494,Siduri,Virginie Boone,Van der Kamp Vineyard,US,Sonoma Mountain
52495,Small Vines,Virginie Boone,Baranoff Vineyard,US,Russian River Valley
52496,Stemmler,Virginie Boone,Laura,US,Russian River Valley
52497,Louis Max,Roger Voss,Fourchaume Premier Cru,France,Chablis
52498,Marchesi di Barolo,Kerin O’Keefe,Coste di Rose,Italy,Barolo
52499,Matias Riccitelli,Michael Schachner,The Apple Doesn't Fall Far From The,Argentina,Mendoza
52500,Nada Fiorenzo,Kerin O’Keefe,Manzola,Italy,Barbaresco
52501,Navarro Correas,Michael Schachner,Alegoría Gran Reserva,Argentina,Mendoza
52502,Travaglini,Kerin O’Keefe,Il Sogno,Italy,Gattinara
52503,Oddero,Kerin O’Keefe,Brunate,Italy,Barolo
52504,Pianetta,Matt Kettmann,Tuscan Nights,US,Central Coast
52505,Poderi Luigi Einaudi,Kerin O’Keefe,Terlo Vigna Costa Grimaldi,Italy,Barolo
52506,J. Lohr,Matt Kettmann,Fog's Reach,US,Arroyo Seco
52507,Hugel,Anne Krebiehl MW,Estate,France,Alsace
52508,Jean Edwards,Virginie Boone,Seventy Four-Forty One,US,Napa Valley
52509,Roadhouse Winery,Jim Gordon,Platinum,US,Yorkville Highlands
52510,Rochioli,Virginie Boone,Estate Grown,US,Russian River Valley
52511,Testarossa,Matt Kettmann,Doctor's Vineyard,US,Santa Lucia Highland
52512,Albatross Ridge,Matt Kettmann,Estate Reserve,US,Carmel Valley
52513,Bargetto,Matt Kettmann,Mount Eden Clone,US,Santa Cruz Mountains
52514,Château Jolys,Roger Voss,Cuvée Jean,France,Jurançon
52515,City Winery Chicago,Matt Kettmann,Thompson Vineyard Reserve,US,Santa Barbara County
52516,Domaine Bott-Geyl,Anne Krebiehl MW,Les Éléments,France,Alsace
52517,Domaine Ostertag,Anne Krebiehl MW,Fronholz,France,Alsace
52518,Domaine Weinbach,Anne Krebiehl MW,Cuvée Colette,France,Alsace
52519,Domaine Zind-Humbrecht,Anne Krebiehl MW,Clos Häuserer,France,Alsace
52520,Domaine Zind-Humbrecht,Anne Krebiehl MW,Roche Calcaire,France,Alsace
52521,Domaine Zind-Humbrecht,Anne Krebiehl MW,Roche Calcaire,France,Alsace
52522,Emile Beyer,Anne Krebiehl MW,Les Ecaillers,France,Alsace
52523,Figgins,Sean P. Sullivan,Estate,US,Walla Walla Valley (
52524,Galerie,Virginie Boone,Latro,US,Knights Valley
52525,Leon Beyer,Anne Krebiehl MW,Comtes d'Eguisheim,France,Alsace
52526,Ardor,Sean P. Sullivan,Quaternarium,US,Columbia Valley (WA)
52527,Ardor,Sean P. Sullivan,Stoney Vine Vineyard,US,Walla Walla Valley (
52528,Balletto,Virginie Boone,Estate Grown Estate Bottled Rosé of,US,Russian River Valley
52529,Casa Smith,Sean P. Sullivan,Jack's Vineyard,US,Walla Walla Valley (
52530,Domaine Bernhard & Reibel,Anne Krebiehl MW,Vendanges Tardives,France,Alsace
52531,King Estate,Paul Gregutt,Paradox Barrel Aged,US,Willamette Valley
52532,Lemelson,Paul Gregutt,Jerome Reserve,US,Willamette Valley
52533,Nuna,Michael Schachner,The Soul of Argentina Reserve,Argentina,Mendoza
52534,Parducci,Jim Gordon,Small Lot,US,Mendocino County
52535,Pepper Bridge,Sean P. Sullivan,Estate Vineyards,US,Walla Walla Valley (
52536,Proulx,Matt Kettmann,Resistance Willow Creek Farm,US,Paso Robles
52537,Ravoire et Fils,Roger Voss,Domaine Saint Ferréol Les Vaunières,France,Coteaux Varois en Pr
52538,Saviah,Sean P. Sullivan,The Jack,US,Columbia Valley (WA)
52539,Vadiaperti,Kerin O’Keefe,Tornante,Italy,Greco di Tufo
52540,Viña Otano,Michael Schachner,Blanco Fermentado en Barrica,Spain,Rioja
52541,Caligiore,Michael Schachner,Single Organic Vineyard,Argentina,Mendoza
52542,Chakana,Michael Schachner,Maipe Reserve,Argentina,Mendoza
52543,Château Thuerry,Roger Voss,Les Abeillons,France,Coteaux Varois en Pr
52544,Owen Roe,Paul Gregutt,The Kilmore,US,Willamette Valley
52545,Roblar,Matt Kettmann,Gold Collection,US,Sta. Rita Hills
52546,Tero Estates,Paul Gregutt,Windrow Vineyards DC3,US,Walla Walla Valley (
52547,Thomas Fogarty,Matt Kettmann,Estate Damiana Vineyard,US,Santa Cruz Mountains
52548,Donkey & Goat,Virginie Boone,The Prospector,US,El Dorado
52549,Boekenoogen,Matt Kettmann,Estate,US,Santa Lucia Highland
52550,Tondré,Matt Kettmann,Tondré Grapefield,US,Santa Lucia Highland
52551,La Clarine Farm,Virginie Boone,Josephine + Mariposa,US,Sierra Foothills
52552,Lucas & Lewellen,Matt Kettmann,Estate Vineyards,US,Santa Barbara
52553,Manincor,Kerin O’Keefe,Tannenberg,Italy,Alto Adige Terlano
52554,Scubla,Kerin O’Keefe,Speziale Bianco,Italy,Colli Orientali del 
52555,Gérard Bertrand,Lauren Buzzeo,Le Viala,France,Minervois La Livinie
52556,Château Moncontour,Roger Voss,Cuvée Prédilection Brut,France,Vouvray
52557,Federico Paternina,Michael Schachner,Monte Haro Red,Spain,Rioja
52558,Finca Torremilanos,Michael Schachner,Monte Castrillo,Spain,Ribera del Duero
52559,Frédéric Mallo,Roger Voss,Special Delivery,France,Alsace
52560,Heart & Hands,Anna Lee C. Iijima,Hobbit Hollow Vineyard,US,Finger Lakes
52561,Cave de Beblenheim,Roger Voss,Baron de Hoen,France,Alsace
52562,Martin Schaetzel,Roger Voss,Kaefferkopf Grand Cru,France,Alsace
52563,Murphy-Goode,Virginie Boone,The Fumé,US,North Coast
52564,Peirano,Virginie Boone,Heritage Collection,US,Lodi
52565,Columbia Crest,Paul Gregutt,Grand Estates,US,Columbia Valley (WA)
52566,Domaine Barmès-Buecher,Roger Voss,Herrenweg,France,Alsace
52567,Glenora,Anna Lee C. Iijima,Barrel Fermented,US,Finger Lakes
52568,Heart & Hands,Anna Lee C. Iijima,Reserve,US,Finger Lakes
52569,Domaine les Hauts de Riquets,Roger Voss,Diablerie,France,Côtes de Duras
52570,Fabre Montmayou,Michael Schachner,Phebus Rosé,Argentina,Mendoza
52571,Ruca Malen,Michael Schachner,Yauquen,Argentina,Mendoza
52572,Tinazzi,Kerin O’Keefe,Rivertondo Tenuta Valleselle,Italy,Valpolicella Superio
52573,Domaine de Maubet,Roger Voss,Blanc Sec,France,Côtes de Gascogne
52574,Paso a Paso,Michael Schachner,Made with Organic Grapes,Spain,La Mancha
52575,Piera Martellozzo,Kerin O’Keefe,075 Carati,Italy,Prosecco
52576,Furthermore,Virginie Boone,Nevina's Vineyard,US,Sonoma Coast
52577,Château Moncontour,Roger Voss,Cuvée Prédilection Brut,France,Vouvray
52578,Clos Figueras,Michael Schachner,Font de la Figuera,Spain,Priorat
52579,Comartin,Matt Kettmann,Cuvée Cassidy,US,Santa Barbara County
52580,Cottonwood Winery of Oregon,Paul Gregutt,Brigette Catherine,US,Dundee Hills
52581,Domaines Landron,Roger Voss,Le Fief du Breil,France,Muscadet Sèvre et Ma
52582,Domaines Landron,Roger Voss,Amphibolite Nature,France,Muscadet Sèvre et Ma
52583,Frankland Estate,Joe Czerwinski,Isolation Ridge Vineyard,Australia,Frankland River
52584,Franz Gojer-Glögglhof,Kerin O’Keefe,Rondell St. Magdalener,Italy,Alto Adige
52585,Gadais Père et Fils,Roger Voss,Domaine de la Tourmaline Sur Lie,France,Muscadet Sèvre et Ma
52586,Giant Steps,Joe Czerwinski,Tarraford Vineyard,Australia,Yarra Valley
52587,Alvaro Palacios,Michael Schachner,Les Terrasses,Spain,Priorat
52588,Amalie Robert,Paul Gregutt,Her Silhouette,US,Willamette Valley
52589,Argyle,Paul Gregutt,Nuthouse Lone Star Vineyard,US,Eola-Amity Hills
52590,Armida,Virginie Boone,Il Campo Estate Field Blend,US,Dry Creek Valley
52591,J. Scott Cellars,Paul Gregutt,Grace Hill Vineyard,US,Willamette Valley
52592,Kendall-Jackson,Virginie Boone,Grand Reserve,US,Sonoma County
52593,K&M;,Paul Gregutt,Alchemy Vineyard Reserve,US,Chehalem Mountains
52594,Le Ragose,Kerin O’Keefe,Marta Galli,Italy,Amarone della Valpol
52595,Vie di Romans,Kerin O’Keefe,Dessimis,Italy,Friuli Isonzo
52596,Vignoble de la Jarnoterie,Roger Voss,Quintessence,France,Saint-Nicolas-de-Bou
52597,Walnut City WineWorks,Paul Gregutt,Reserve,US,Willamette Valley
52598,Les Hauts de Tousquiron,Roger Voss,Cuvée Lucie,France,Médoc
52599,Maryhill,Sean P. Sullivan,Proprietor's Reserve,US,Columbia Valley (WA)
52600,Midnight,Matt Kettmann,Estate,US,Paso Robles Willow C
52601,Caruso & Minini,Kerin O’Keefe,Cutaja Riserva,Italy,Delia Nivolelli
52602,Castillo De Feliciana,Sean P. Sullivan,Estate Vineyard,US,Walla Walla Valley (
52603,Château des Fougères,Roger Voss,Clos Montesquieu,France,Graves
52604,Château le Breton,Roger Voss,Grande Réserve,France,Bordeaux
52605,Cooper-Garrod,Matt Kettmann,Test Pilot Sabre Jet F-86,US,Santa Cruz Mountains
52606,Ehret,Virginie Boone,Hillside Reserve,US,Knights Valley
52607,Marchesi di Barolo,Kerin O’Keefe,Serragrilli,Italy,Barbaresco
52608,Paltrinieri,Kerin O’Keefe,L'Eclisse,Italy,Lambrusco di Sorbara
52609,Cascina Bongiovanni,Kerin O’Keefe,Pernanno,Italy,Barolo
52610,Chateau Lafayette Reneau,Anna Lee C. Iijima,Semi-Dry,US,Finger Lakes
52611,Domaine Ehrhart,Roger Voss,Domaine Saint-Rémy Herrenweg,France,Alsace
52612,Mannina Cellars,Paul Gregutt,Cali,US,Walla Walla Valley (
52613,Pull,Matt Kettmann,CdR,US,Paso Robles
52614,Bernard Magrez,Roger Voss,Château des Muraires,France,Côtes de Provence
52615,Villa di Corlo,Kerin O’Keefe,Corleto,Italy,Lambrusco Graspaross
52616,Waterbrook,Sean P. Sullivan,Reserve,US,Columbia Valley (WA)
52617,Château la Coste,Roger Voss,Bellugue,France,Coteaux d'Aix-en-Pro
52618,Château Lagrave,Roger Voss,Le Second,France,Saint-Émilion
52619,Domaine Gérard Neumeyer,Roger Voss,Le Berger,France,Alsace
52620,Elvio Cogno,Kerin O’Keefe,Bordini,Italy,Barbaresco
52621,Bellavista,Kerin O’Keefe,Alma Cuvée Brut,Italy,Franciacorta
52622,Besserat de Bellefon,Roger Voss,Cuvée des Moines Blanc de Blancs Br,France,Champagne
52623,Heidsieck & Co Monopole,Roger Voss,Blue Top Brut,France,Champagne
52624,J. Dumangin Fils,Roger Voss,Le Rosé Premier Cru Brut,France,Champagne
52625,La Montagne,Matt Kettmann,Kessler-Haak VIneyard Theron,US,Sta. Rita Hills
52626,Vinos de Arganza,Michael Schachner,Século Roble,Spain,Bierzo
52627,Manuel Olivier,Roger Voss,Premier Cru,France,Pommard
52628,Talley,Matt Kettmann,Estate,US,Arroyo Grande Valley
52629,Altemasi,Kerin O’Keefe,Pas Dosé,Italy,Trento
52630,Ancilla,Kerin O’Keefe,1909,Italy,Lugana
52631,Ancilla,Kerin O’Keefe,Ella,Italy,Lugana
52632,Balletto,Virginie Boone,Winery Block,US,Russian River Valley
52633,Bodegas Luzón,Michael Schachner,Luzon,Spain,Jumilla
52634,Casebianche,Kerin O’Keefe,La Matta,Italy,Vino Spumante
52635,Castellani Michele & Figli,Kerin O’Keefe,Cinque Stelle,Italy,Amarone della Valpol
52636,Chandon,Virginie Boone,Blanc de Noirs,US,California
52637,Manuel Olivier,Roger Voss,Vieilles Vignes,France,Bourgogne Aligoté
52638,Columbia Crest,Paul Gregutt,Reserve,US,Columbia Valley (WA)
52639,Audrey et Christine Binner,Roger Voss,Schlossberg Grand Cru,France,Alsace
52640,Campo Viejo,Michael Schachner,Crianza,Spain,Rioja
52641,Viña Mayor,Michael Schachner,Crianza,Spain,Ribera del Duero
52642,La Purísima,Michael Schachner,Capa Rota,Spain,Yecla
52643,Beaver Creek,Virginie Boone,Horne Ranch,US,Lake County
52644,Ca' Viola,Kerin O’Keefe,Sottocastello di Novello,Italy,Barolo
52645,Cantina del Nebbiolo,Kerin O’Keefe,del Comune di Serralunga d'Alba,Italy,Barolo
52646,Carol Shelton,Virginie Boone,Bastoni Vineyard Karma,US,Sonoma County
52647,Cascina Ballarin,Kerin O’Keefe,Bricco Rocca,Italy,Barolo
52648,Castro Brey,Michael Schachner,Sin Palabras Castrovaldés,Spain,Rías Baixas
52649,Hayward by Folin Cellars,Paul Gregutt,Utopia Vineyard,US,Ribbon Ridge
52650,King Estate,Paul Gregutt,Backbone,US,Oregon
52651,Gianpiero Marrone,Kerin O’Keefe,Pichemej,Italy,Barolo
52652,Manzone Fratelli,Kerin O’Keefe,Fraschin,Italy,Barolo
52653,Mauro Veglio,Kerin O’Keefe,Arborina,Italy,Barolo
52654,Perry Creek,Jim Gordon,Altitude 2401,US,El Dorado
52655,Mounts,Virginie Boone,Rebotarro Vineyard Old Vine,US,Pine Mountain-Clover
52656,Mounts,Virginie Boone,Verah,US,Dry Creek Valley
52657,Omero,Paul Gregutt,Bass Hill Vineyard,US,McMinnville
52658,Panther Creek,Paul Gregutt,Carter Vineyard,US,Eola-Amity Hills
52659,Paro,Virginie Boone,Santo Giordano Vineyard Belle Torre,US,Carneros
52660,Poderi Luigi Einaudi,Kerin O’Keefe,Cannubi,Italy,Barolo
52661,Raymond,Virginie Boone,Estate Collection,US,Napa Valley
52662,Rock Wall,Virginie Boone,Westphall Ridge Vineyard,US,Rockpile
52663,Rusack,Matt Kettmann,Estate,US,Ballard Canyon
52664,Small Vines,Virginie Boone,MK Vineyard,US,Sonoma Coast
52665,Stemmler,Jim Gordon,Whole Cluster,US,Anderson Valley
52666,Swick,Paul Gregutt,Cancilla Vineyard Blanc de Noir,US,Willamette Valley
52667,Varozza,Virginie Boone,Estate Grown,US,St. Helena
52668,Willamette Valley Vineyards,Paul Gregutt,Vintage 40,US,Willamette Valley
52669,Château Fougas,Roger Voss,Maldoror,France,Côtes de Bourg
52670,Château Lamothe-Vincent,Roger Voss,Héritage,France,Bordeaux Supérieur
52671,Bernard Magrez,Roger Voss,Château Tour Blanche,France,Médoc
52672,Longview,Joe Czerwinski,Blue Cow,Australia,Adelaide Hills
52673,Jindalee,Joe Czerwinski,Circle Collection,Australia,South Eastern Austra
52674,Viña Albali,Michael Schachner,Gran Reserva,Spain,Valdepeñas
52675,Bodegas Aresan,Michael Schachner,Librato,Spain,Vino de la Tierra de
52676,West Cape Howe,Joe Czerwinski,Unwooded,Australia,Western Australia
52677,Vieil Armand,Anne Krebiehl MW,Tradition,France,Alsace
52678,Muscardini,Virginie Boone,Ansa di Loval Vineyards,US,Napa County
52679,Napa Cellars,Virginie Boone,Classic Collection,US,Napa Valley
52680,Philippe Viallet,Roger Voss,Gamay,France,Vin de Savoie
52681,Principe di Corleone,Kerin O’Keefe,Pollara,Italy,Terre Siciliane
52682,Reustle,Paul Gregutt,Pishon Bloc,US,Umpqua Valley
52683,Rock Wall,Jim Gordon,Isabella Francesca Vineyard,US,Contra Costa County
52684,Ruhlmann,Anne Krebiehl MW,Bouquet Printanier,France,Alsace
52685,Sutro,Virginie Boone,Warnecke Ranch,US,Alexander Valley
52686,Terredora,Kerin O’Keefe,Corte di Giso,Italy,Irpinia
52687,Greenwood Ridge,Jim Gordon,HundredPoint,US,Mendocino Ridge
52688,Domaine Michel Fonne,Anne Krebiehl MW,Tradition,France,Alsace
52689,Domaine Michel Fonne,Anne Krebiehl MW,Grains de Génie,France,Alsace
52690,Domaine Sipp-Mack,Anne Krebiehl MW,Vieilles Vignes,France,Alsace
52691,Easton,Jim Gordon,Cooper Ranch,US,Shenandoah Valley (C
52692,Edna Valley Vineyard,Matt Kettmann,Reserve,US,Edna Valley
52693,Murphy-Goode,Jim Gordon,The Fumé,US,North Coast
52694,Principe di Corleone,Kerin O’Keefe,Bianca di Corte,Italy,Sicilia
52695,Judge Palmer,Virginie Boone,Ellis Alden Vineyard,US,Alexander Valley
52696,L'Ecole No. 41,Sean P. Sullivan,Luminesce Seven Hills Vineyard Esta,US,Walla Walla Valley (
52697,Lusso Della Terra,Virginie Boone,Reserve,US,Alexander Valley
52698,McIntyre Vineyards,Matt Kettmann,Block 3 Estate,US,Santa Lucia Highland
52699,Potek,Matt Kettmann,Tierra Alata,US,Ballard Canyon
52700,Shannon Ridge,Jim Gordon,High Elevation Collection,US,Lake County
52701,Silverado,Virginie Boone,GEO,US,Coombsville
52702,Castello di Amorosa,Virginie Boone,Don Thomas Vineyard,US,Rutherford
52703,Concannon,Jim Gordon,Reserve,US,Livermore Valley
52704,àMaurice,Sean P. Sullivan,Anne Martin McCool,US,Columbia Valley (WA)
52705,Anaba,Virginie Boone,Dutton Ranch,US,Russian River Valley
52706,Angelo Cellars,Virginie Boone,Reverence Vineyard Private Reserve,US,Coombsville
52707,Boundary Breaks,Anna Lee C. Iijima,No. 198 Single Vineyard Reserve,US,Finger Lakes
52708,Caliza,Matt Kettmann,Azimuth,US,Paso Robles
52709,Château Cheval Blanc,Roger Voss,Le Petit Cheval,France,Saint-Émilion
52710,Château la Gaffelière,Roger Voss,Clos la Gaffelière,France,Saint-Émilion
52711,Davis Family,Virginie Boone,Dutton Ranch,US,Russian River Valley
52712,Sorelle Winery,Virginie Boone,Sorriso,US,Lodi
52713,Negretti,Kerin O’Keefe,Superiore,Italy,Barbera d'Alba
52714,Albert Bichot,Roger Voss,Domaine du Clos Frantin,France,Echézeaux
52715,Chanson Père et Fils,Roger Voss,Les Vergelesses Premier Cru,France,Pernand-Vergelesses
52716,Bouchard Père & Fils,Roger Voss,Marconnets Premier Cru,France,Beaune
52717,Chanson Père et Fils,Roger Voss,Les Boudots Premier Cru,France,Nuits-St.-Georges
52718,Chandler Reach,Paul Gregutt,Parris Estate Reserve,US,Yakima Valley
52719,Chandler Reach,Paul Gregutt,Parris Estate Reserve,US,Yakima Valley
52720,Albert Bichot,Roger Voss,Clos des Maréchaudes,France,Corton
52721,Albert Bichot,Roger Voss,Domaine du Clos Frantin,France,Clos de Vougeot
52722,Pascual Toso,Michael Schachner,Magdalena Toso Limited 28 Barrels,Argentina,Mendoza
52723,Larry Cherubino,Joe Czerwinski,The Yard Acacia Vineyard,Australia,Western Australia
52724,Domaine Jayer-Gilles,Roger Voss,Les Hauts Poirets,France,Nuits-St.-Georges
