vineyard_id,name,appelation,country,region
43808,Trabucchi d'Illasi,Cent'Anni Riserva,Italy,Amarone della Valpol
43809,Burbank Ranch,Little Rascal Estate Grown,US,Paso Robles
43810,Château Bel Air Perponcher,Réserve,France,Bordeaux
43811,Drappier,Rosé Brut,France,Champagne
43812,Château Le Cap,Tradition,France,Blaye Côtes de Borde
43813,Château Ponzac,Maintenant,France,Cahors
43814,Dunham,Lewis Estate Vineyard,US,Columbia Valley (WA)
43815,Fallon Place,Landa Vineyard,US,Chalk Hill
43816,Guerrieri Rizzardi,Tacchetto,Italy,Bardolino
43817,Hess,Shirtail Ranches,US,California
43818,Horton,Vintage,US,Virginia
43819,Les Rocailles,Apremont,France,Savoie
43820,Longship,Quinn,US,Columbia Valley (WA)
43821,Nine North Wine Company,Twenty Bench,US,North Coast
43822,Rancho Sisquoc,Flood Family Vineyard,US,Santa Barbara County
43823,Williams Selyem,Bacigalupi Vineyard,US,Russian River Valley
43824,B Cellars,Beckstoffer To Kalon Vineyard,US,Napa Valley
43825,Brittan Vineyards,Gestalt Block,US,Willamette Valley
43826,Holman Ranch,Heather's Hill Estate Grown,US,Carmel Valley
43827,Krupp Brothers,Stagecoach Vineyard M5,US,Napa Valley
43828,Chateau Margene,Cask 4,US,Paso Robles
43829,Domaine Rieflé-Landmann,Seppi Landmann Zinnkoepflé Grand Cr,France,Alsace
43830,Donelan,Cuvée Moriah,US,Sonoma County
43831,Acacia,Lone Tree Vineyard,US,Carneros
43832,Lemelson,Chestnut Hill Vineyard,US,Willamette Valley
43833,Winderlea,Winderlea Legacy,US,Dundee Hills
43834,Penner-Ash,Estate Vineyard,US,Willamette Valley
43835,Shea,Block 5,US,Willamette Valley
43836,Domaine Schoffit,Rangen de Thann Grand Cru Clos Sain,France,Alsace
43837,Domaine Zind-Humbrecht,Clos Saint Urbain Rangen de Thann G,France,Alsace
43838,Notro,Sangiovese-Bonarda,Argentina,Mendoza
43839,Sharabella Wines,Mery nel Cielo,US,Lodi
43840,Finca El Origen,Reserva,Argentina,Uco Valley
43841,Goose Ridge,g3,US,Columbia Valley (WA)
43842,Wilridge,Estate,US,Columbia Valley (WA)
43843,Andrew Peace,Masterpeace Red Blend,Australia,South Eastern Austra
43844,Cepa 21,Hito,Spain,Ribera del Duero
43845,Salentein,Portillo Estate Bottled,Argentina,Uco Valley
43846,Angove's,Vineyard Select,Australia,Coonawarra
43847,Château Miraval,Pink Floyd,France,Côtes de Provence
43848,Fabbioli Cellars,Amici & Amanti,US,Virginia
43849,Fox Meadow,Reserve,US,Virginia
43850,Gamba,Starr Road Ranch Old Vine,US,Russian River Valley
43851,Gotham,Wine Men of Gotham,Australia,South Australia
43852,Cave des Vignerons de Mancey,Domaie Touzot,France,Mâcon-Villages
43853,Pelissero,Nubiola,Italy,Barbaresco
43854,Sanglier Cellars,Sun Tusque Dry,US,Sonoma County
43855,Johan,Estate,US,Willamette Valley
43856,Joseph Drouhin,Les Clos,France,Macon-Bussières
43857,Killibinbin,Seduction,Australia,Langhorne Creek
43858,Weisinger,Estate,US,Rogue Valley
43859,Pascal Rollet,Solutré,France,Mâcon-Villages
43860,Anemoi,Lips,US,Grand Valley
43861,Argento,Reserva,Argentina,Mendoza
43862,Gauchezco,Plata Gran Reserva,Argentina,Mendoza
43863,Angosto,La Tribu,Spain,Valencia
43864,Bodegas Fuentespina,Selección,Spain,Ribera del Duero
43865,Castillo de Maluenda,Punto y Coma Viñas Viejas,Spain,Calatayud
43866,2Hawk,Limited Reserve,US,Southern Oregon
43867,Birichino,Besson Vineyard Old Vines,US,Central Coast
43868,Boeckel,Vendanges Tardives,France,Alsace
43869,Bowers Harbor,Block II,US,Old Mission Peninsul
43870,Casa Montes,Ampakama Estate Bottled,Argentina,San Juan
43871,Chacewater,Highlander,US,Sierra Foothills
43872,I Custodi,Pistus Rosso,Italy,Etna
43873,Krutz,Martinelli Road Vineyard,US,Russian River Valley
43874,Le Vigne di Eli,Moganazzi Volta Sciara Rosso,Italy,Etna
43875,Wild Coyote,Little Fawn,US,Paso Robles
43876,Lusco,Zios,Spain,Rías Baixas
43877,Marilena Barbera,Dietro Le Case,Italy,Menfi
43878,Martin Schaetzel,Cuvée Réserve,France,Alsace
43879,Colene Clemens,Margo,US,Chehalem Mountains
43880,Domaine de l'Ecu,Gneiss,France,Muscadet Sèvre et Ma
43881,Abbazia di Novacella,Praepositus,Italy,Alto Adige Valle Isa
43882,Alder Springs,Row Five,US,Mendocino
43883,Argyle,Spirithouse Knudsen Vineyard,US,Dundee Hills
43884,Baker Lane,Sonoma Coast Cuvée,US,Sonoma Coast
43885,Barnett,Cyrus Ryan Vineyard,US,Napa Valley
43886,Brewer-Clifton,Acin,US,Sta. Rita Hills
43887,Can Blau,Mas de Can Blau,Spain,Montsant
43888,Iron Horse,Deer Gate Single Clone,US,Green Valley
43889,J. Christopher,Lumière,US,Eola-Amity Hills
43890,Lis Neris,Picol,Italy,Friuli Isonzo
43891,Vie di Romans,Dut'Un,Italy,Venezia Giulia
43892,Vista Hills,Piedmont Estate,US,Dundee Hills
43893,Manincor,Mason,Italy,Alto Adige
43894,Mas Blanch I Jové,Saó Expressiu,Spain,Costers del Segre
43895,Patz & Hall,Jenkins Ranch,US,Sonoma Coast
43896,Ravenswood,Belloni Single Vineyard,US,Russian River Valley
43897,Ross Andrew,Reserve Lachini Vineyard,US,Willamette Valley
43898,Selva Capuzza,Menasasso Riserva,Italy,Lugana
43899,Everett Ridge,Old Vines,US,Dry Creek Valley
43900,Folie à Deux,D'Agostini Vineyard Old Vine,US,Amador County
43901,Kunde,Shaw Vineyard Century Vines,US,Sonoma Valley
43902,Milliaire,Clockspring,US,Sierra Foothills
43903,Sausal,Century Vines,US,Sonoma County
43904,Dry Creek Vineyard,Reserve,US,Dry Creek Valley
43905,Alderbrook,OVOC,US,Sonoma County
43906,Peachy Canyon,Estate Bottled,US,Paso Robles
43907,Steele,Pacini Vineyard,US,Mendocino
43908,Wagner,Ice Wine,US,Finger Lakes
43909,Seghesio,Home Ranch,US,Sonoma County
43910,Château Souverain,Winemaker's Reserve,US,Dry Creek Valley
43911,Clos du Lac,Potter Vineyard,US,Shenandoah Valley (C
43912,Peachy Canyon,Westside,US,Paso Robles
43913,Cline,Ancient Vines,US,California
43914,Castoro Cellars,Vineyard Tribute,US,Paso Robles
43915,Sonoma Creek,Duarte Old Vine,US,Contra Costa County
43916,Inniskillin,Oak Aged Ice Wine,Canada,Niagara Peninsula
43917,Henry of Pelham,Botrytis Affected,Canada,Niagara Peninsula
43918,Inman Family,OGV Estate Brut Rosé,US,Russian River Valley
43919,Valentina Cubi,Riserva Morar,Italy,Amarone della Valpol
43920,Rusack,Solomon Hills Vineyard,US,Santa Maria Valley
43921,Summerland,Theresa-Noelle Esatate,US,Sta. Rita Hills
43922,Inman Family,OGV Estate,US,Russian River Valley
43923,Davis Family,Starr Ridge Vineyard,US,Russian River Valley
43924,Domaine Christian Moreau Père et Fils,Cuvée Guy Moreau Vaillon Premier Cr,France,Chablis
43925,Emeritus,William Wesley,US,Sonoma Coast
43926,Evening Land,Seven Springs Vineyard La Source,US,Eola-Amity Hills
43927,Ferghettina,Brut Rosé,Italy,Franciacorta
43928,Fess Parker,Clone 115,US,Sta. Rita Hills
43929,Foxen,Block 8 Bien Nacido,US,Santa Maria Valley
43930,Germano Ettore,Rosanna Metodo Classico Brut Rosé,Italy,Vino Spumante
43931,Maurodos,San Román,Spain,Toro
43932,Santa Sofia,Gioè,Italy,Amarone della Valpol
43933,Saracina,Klindt Vineyards,US,Anderson Valley
43934,Schramsberg,Blanc de Blancs Brut,US,North Coast
43935,Shane Wines,La Reine,US,Sonoma Coast
43936,Adelsheim,Ribbon Springs Vineyard,US,Ribbon Ridge
43937,El Coto,Crianza,Spain,Rioja
43938,James Oatley,Tic Tok,Australia,South Eastern Austra
43939,Pierre Chainier,Clos de Nouys Demi-Sec,France,Vouvray
43940,Snoqualmie,Whistle Stop,US,Columbia Valley (WA)
43941,Bodega Norton,Reserva,Argentina,Mendoza
43942,Bodega Vistandes,Gradum Reserve,Argentina,Mendoza
43943,Château de Lancyre,Domaine de Lancyre,France,Vin de Pays de Montf
43944,Monastir,Old Vine,Spain,Cariñena
43945,Domaine Guindon,Saint-Géréon Sur Lie,France,"Muscadet Coteaux de "
43946,Bourgeois Family,Cuvée Stéphi Ebullience,France,Crémant de Limoux
43947,Mission Hill,Southern Cross,Canada,Okanagan Valley
43948,Raymond,District Collection,US,Yountville
43949,Rivetti Massimo,Duemilanove Rosé Metodo Classico,Italy,Vino Spumante
43950,Siduri,Parsons' Vineyard,US,Russian River Valley
43951,Site,Stolpman Vineyards,US,Ballard Canyon
43952,Sonnet,Tondre's Grapefield,US,Santa Lucia Highland
43953,Terre di San Venanzio Fortunato,Dry,Italy,Valdobbiadene Superi
43954,Vincent Couche,Eclipsia Rosé Brut,France,Champagne
43955,Volker Eisele Family Estate,Gemini,US,Napa Valley
43956,Von Strasser,Vineyard 2131,US,Diamond Mountain Dis
43957,Wrath,Ex Anima,US,Monterey
43958,Domaine Charles Frey,Rosé,France,Crémant d'Alsace
43959,Domaine Lathuilière-Gravallon,Roche Noire,France,Beaujolais Blanc
43960,Domaine Sangouard,La Citadelle,France,Beaujolais-Leynes
43961,Ernesto Catena,Siesta,Argentina,Mendoza
43962,Gary Farrell,Bacigalupi Vineyard,US,Russian River Valley
43963,Georges Duboeuf,Château des Poupets,France,Juliénas
43964,Château de Bligny,Brut Blanc de Blancs,France,Champagne
43965,McFadden,Blue Quail,US,Potter Valley
43966,Messina Hof,Private Reserve Double Barrel,US,Texas High Plains
43967,Opolo,Serenade,US,Paso Robles
43968,Paetra,K,US,Willamette Valley
43969,Paris-Simoneau,Brut Prestige,France,Touraine
43970,Pech Merle,Valhall Vineyard,US,Dry Creek Valley
43971,Michael Shaps,Honah Lee Vineyard,US,Monticello
43972,The Williamsburg Winery,Reserve,US,Virginia
43973,The Williamsburg Winery,Wessex Hundred,US,Virginia
43974,Timothy Malone,La Colina Vineyard Dundee Hills,US,Dundee Hills
43975,V. Sattui,La Merica,US,Napa Valley
43976,Valle dell'Acate,Il Moro,Italy,Vittoria
43977,Barboursville Vineyards,Octagon,US,Virginia
43978,Beringer,Knights Valley Reserve,US,Knights Valley
43979,Blue Valley,Estate,US,Middleburg
43980,Château Lamothe de Haux,Château Manos Réserve du Château,France,Cadillac
43981,Columbia Winery,Limited Release,US,Columbia Valley (WA)
43982,Coquelicot,Reserve,US,Santa Ynez Valley
43983,Ded.Reckoning,Reserve,US,Yakima Valley
43984,Efeste,Nana,US,Columbia Valley (WA)
43985,Gård,Don Isidro,US,Columbia Valley (WA)
43986,Gård,Lawrence Vineyard,US,Columbia Valley (WA)
43987,Giorgio Meletti Cavallari,Borgeri,Italy,Bolgheri
43988,Anaba,Turbine,US,Sonoma Valley
43989,Cameron Hughes,Lot 464,US,Lodi
43990,Charles & Charles,Post No. 35,US,Columbia Valley (WA)
43991,Producta Vignobles,Arnozan Réserve des Chartrons,France,Bordeaux
43992,Ksana,Reserva,Argentina,Mendoza
43993,Carivintas,Serene Rose of Tempranillo,US,Dunnigan Hills
43994,Château Bouissel,Classic,France,Fronton
43995,Tapiz,Malbec,Argentina,Mendoza
43996,Navarro,Cuvee 128,US,Mendocino
43997,Lachini,Cuvée Giselle,US,Willamette Valley
43998,Domaine Huët,Clos du Bourg Sec,France,Vouvray
43999,Henri Bourgeois,Le M.D. de Bourgeois,France,Sancerre
44000,Guy Saget,Le Domaine Saget,France,Pouilly-Fumé
44001,Lachini,‘S',US,Chehalem Mountains
44002,Archery Summit,Looney Vineyard,US,Ribbon Ridge
44003,Dutton-Goldfield,Angel Camp Vineyard,US,Anderson Valley
44004,René Muré,Vorbourg Grand Cru Clos Saint Lande,France,Alsace
44005,Kynsi,Precious Stone Stone Corral Vineyar,US,Edna Valley
44006,Williams Selyem,Allen Vineyard,US,Russian River Valley
44007,Abbadia Ardenga,Vigna Piaggia,Italy,Brunello di Montalci
44008,Aberrant Cellars,Gran Moraine Vineyard,US,Willamette Valley
44009,Henschke,Mount Edelstone Vineyard,Australia,Eden Valley
44010,CVNE,Imperial Gran Reserva,Spain,Rioja
44011,Biecher & Schaal,Altenberg de Bergheim Grand Cru,France,Alsace
44012,Cave de Ribeauvillé,Osterberg Grand Cru,France,Alsace
44013,Domaine Barmès-Buecher,Grand Cru Pfersigberg Doux,France,Alsace
44014,Domaine Barmès-Buecher,Steingrubler Grand Cru,France,Alsace
44015,Williams Selyem,Precious Mountain Vineyard,US,Sonoma Coast
44016,Merry Edwards,Flax Vineyard,US,Russian River Valley
44017,Penfolds,Bin 707,Australia,South Australia
44018,Domaine Ostertag,A360P Muenchberg Grand Cru,France,Alsace
44019,Domaine Bott-Geyl,Schoenenbourg Grand Cru,France,Alsace
44020,Domaine Pfister,Engelberg Grand Cru,France,Alsace
44021,Williams Selyem,Foss Vineyard,US,Russian River Valley
44022,Williams Selyem,Rochioli Riverblock Vineyard,US,Russian River Valley
44023,Kelley Fox,Maresh Vineyard Red Barn Blocks,US,Dundee Hills
44024,Domaine Sipp-Mack,Osterberg Grand Cru,France,Alsace
44025,Torbreck,Les Amis,Australia,Barossa Valley
44026,Ken Wright,Carter Vineyard,US,Eola-Amity Hills
44027,Coturri Winery,Testa Vineyards,US,Mendocino County
44028,Dusted Valley,Ramblin',US,Walla Walla Valley (
44029,Evodia,Old Vines,Spain,Calatayud
44030,Fenestra,Silvaspoons Vineyard,US,Lodi
44031,Gamache,Estate,US,Columbia Valley (WA)
44032,Rubus,Old Vine Zinfandel,US,Lodi
44033,Rutini,Trumpeter,Argentina,Mendoza
44034,Scott Harvey,Mountain Selection,US,Amador County
44035,Suncé Vineyard & Winery,Meritage Quintessential,US,North Coast
44036,Suncé Vineyard & Winery,Capp Vineyard,US,Suisun Valley
44037,Tres Ojos,Unfiltered Old Vines,Spain,Calatayud
44038,Valle Azul,Cuvée Don Vito,Argentina,Patagonia
44039,Vega Sindoa,Garnacha,Spain,Navarra
44040,Verderol,Spring in a Bottle,Spain,Rueda
44041,Lava Cap,Reserve,US,El Dorado
44042,Luigi Bosca,Finca La Linda,Argentina,Luján de Cuyo
44043,Maysie Cellars,Masut Vineyard,US,Mendocino County
44044,Menduco,Reserve,Argentina,Uco Valley
44045,Lucas Vineyards,Dry,US,Finger Lakes
44046,True Vine,Estate,US,El Dorado County
44047,Domaine Dupré,Haute Ronze,France,Régnié
44048,Mannina Cellars,Seven Hills Vineyard,US,Walla Walla Valley (
44049,Alexandria Nicole,The Girl Next Door ‘Roll in the Hay,US,Columbia Valley (WA)
44050,Balboa,Mirage Vineyard,US,Columbia Valley (WA)
44051,Bodega Furlotti,Neu Direction Unfiltered,Argentina,Mendoza
44052,Colin,Rosé Brut,France,Champagne
44053,Trapiche,Broquel,Argentina,Mendoza
44054,Pommery,Grand Cru Brut,France,Champagne
44055,Soutiran,Brut Premier Cru Alexandre,France,Champagne
44056,Hedges,C.M.S.,US,Columbia Valley (WA)
44057,Hedges,Estate Grown and Bottled,US,Red Mountain
44058,Bernard Magrez,Le Prelat,France,Laudun
44059,Cave de Tain,Nobles Rives,France,Collines Rhôdanienne
44060,Domaine Jean-Michel Gerin,La Champine,France,Collines Rhôdanienne
44061,Raphael,Rosé of,US,New York
44062,Rock Wall,Julie's Vineyard,US,Russian River Valley
44063,Saintsbury,Heritage Block Old Wente,US,Carneros
44064,Sandler,Cuvée Ma Belle Heintz Ranch,US,Russian River Valley
44065,Spell,Vin Gris of,US,Sonoma County
44066,St. Francis,Behler Vineyard,US,Sonoma Valley
44067,Talbott,Logan Sleepy Hollow Vineyard,US,Santa Lucia Highland
44068,VIgnobles Ducourt,Château de Beauregard Ducourt,France,Bordeaux
44069,Board Track Racer,The Chief,US,Columbia Valley (WA)
44070,Boasso,Margheria,Italy,Barolo
44071,Boekenoogen,Bell Ranch Vineyard,US,Monterey
44072,Cascina Bretta Rossa,Cuvéè Leonora Rosé,Italy,Alta Langa
44073,Castoro Cellars,Zinfusion Reserve,US,Paso Robles
44074,Château Belcier,Château de Monrecueil,France,Bordeaux Supérieur
44075,Château d'Anglès,Classique Mourvèdre-Syrah-Grenache,France,La Clape
44076,Château de Nages,Vieilles Vignes,France,Costières de Nîmes
44077,Vignoble des 2 Lunes,Poussière d'Étoiles,France,Crémant d'Alsace
44078,Willm,Rosé,France,Crémant d'Alsace
44079,Rivetti Massimo,Duemiladieci Bianco Metodo Classico,Italy,Vino Spumante
44080,Stephen Ross,Jespersen Ranch,US,Edna Valley
44081,Tolosa,Estate,US,Edna Valley
44082,Tosti,Cuvée Giulio I Metodo Classico,Italy,Alta Langa
44083,La Farra,Selezione Extra Dry,Italy,Valdobbiadene Prosec
44084,Moët & Chandon,Impérial Brut,France,Champagne
44085,Noble Estate,Reserve,US,Willamette Valley
44086,Sorelle Bronca,Extra Dry,Italy,Valdobbiadene Prosec
44087,Alta Alella,Opus Evolutium Gran Reserva Brut Na,Spain,Cava
44088,Alta Alella,Privat Brut Nature,Spain,Cava
44089,Andreola,Dry,Italy,Valdobbiadene Superi
44090,Angosto,La Tribu,Spain,Valencia
44091,Bellenda,Sei Uno,Italy,Conegliano Valdobbia
44092,Callaway,Profonde Winemaker's Reserve,US,Temecula Valley
44093,Canard-Duchêne,Charles VII Grande Cuvée des Lys Bl,France,Champagne
44094,Castello Bonomi,Brut Rosé,Italy,Franciacorta
44095,Cave Spring,Select Late Harvest Indian Summer,Canada,Niagara Peninsula
44096,Cedarville Vineyard,Estate,US,El Dorado
44097,Boizel,Brut Réserve,France,Champagne
44098,Carpenè Malvolti,Extra Dry,Italy,Valdobbiadene Prosec
44099,Gosset,Grand Rosé Brut,France,Champagne
44100,Jeeper,Extra Brut Naturelle,France,Champagne
44101,Loron et Fils,Cheateau de la Pierre,France,Beaujolais-Villages
44102,Fess Parker,The Big Easy,US,Santa Barbara County
44103,Gassier,Esprit Gassier,France,Côtes de Provence
44104,Giacomo Vico,Donna Anita,Italy,Roero
44105,Benmarl,Stainless Steal,US,Finger Lakes
44106,Cambridge & Sunset,California Series,US,California
44107,El Porvenir,Laborum Single Vineyard Oak Ferment,Argentina,Cafayate
44108,Forchini,Proprietor's Reserve Old Vine,US,Dry Creek Valley
44109,Gibbs,Obsidian Block,US,St. Helena
44110,Michel-Schlumberger,Deux Terres Estate,US,Dry Creek Valley
44111,Michel-Schlumberger,Platinum Collection,US,Dry Creek Valley
44112,Ninety+,Super Cuvee Lot 95,US,Napa Valley
44113,Ravoire et Fils,Florette,France,Coteaux Varois en Pr
44114,Ravoire et Fils,Manon,France,Côtes de Provence
44115,Saget la Perrière,La Petite Perrière,France,Vin de France
44116,Santa Julia,(+),Argentina,Mendoza
44117,Scott Harvey,Three Stags,US,California
44118,Mark Ryan,Wild Eyed,US,Red Mountain
44119,Chatter Creek,Clifton Vineyard,US,Wahluke Slope
44120,Brian Carter Cellars,Byzance Red Wine,US,Columbia Valley (WA)
44121,Brian Carter Cellars,L'Etalon Red Wine,US,Columbia Valley (WA)
44122,Woodinville Wine Cellars,Artz Vineyard,US,Red Mountain
44123,Moët & Chandon,Grand Vintage Brut Rosé,France,Champagne
44124,Trisaetum,Ribbon Ridge Estate,US,Ribbon Ridge
44125,Trisaetum,Ribbon Ridge Estate Dry,US,Ribbon Ridge
44126,Veuve Doussot,Cuvée Guy Joly Mémory Brut,France,Champagne
44127,Adelsheim,Elizabeth's Reserve,US,Willamette Valley
44128,Piper-Heidsieck,Millésime Brut,France,Champagne
44129,Le Cadeau,Côte Est Reserve,US,Oregon
44130,Pehu-Simonet,Blanc de Blancs Grand Cru Brut,France,Champagne
44131,Doña Paula,Selección de Bodega,Argentina,Mendoza
44292,Delas Frères,Les Bessards,France,Hermitage
44132,Chateau Ste. Michelle,Ethos Reserve,US,Columbia Valley (WA)
44133,Joseph Drouhin,Domaine Drouhin-Vaudon Premier Cru,France,Chablis
44134,Efeste,Jolie Bouche,US,Yakima Valley
44135,La Chablisienne,Fourchaume Premier Cru,France,Chablis
44136,Lachini,Spur,US,Columbia Valley (WA)
44137,Donnafugata,Mille e Una Notte,Italy,Contessa Entellina
44138,Force Majeure,Estate Grown Force Majeure Vineyard,US,Red Mountain
44139,Potek,Rancho La Vina,US,Sta. Rita Hills
44140,Kelleher,Block 21,US,Napa Valley
44141,Mastroberardino,Radici,Italy,Taurasi
44142,Zinke,Gypsy Thompson Vineyard,US,Santa Barbara County
44143,Signorello,Laguna Knoll Vineyard,US,Russian River Valley
44144,Two Sisters,Courtney's Vineyard,US,Sta. Rita Hills
44145,Jada Vineyard & Winery,SawBones,US,Paso Robles Willow C
44146,Klinker Brick,Marisa Vineyard,US,Lodi
44147,Boizel,Brut Rosé,France,Champagne
44148,Covington,Starr,US,Walla Walla Valley (
44149,Trapiche,Oak Cask,Argentina,Mendoza
44150,Righteous,Red Wine,US,Wahluke Slope
44151,Flying Trout,Stillwater Creek Vineyard,US,Columbia Valley (WA)
44152,SuLei,Roller Girl Jammer Red,US,Walla Walla Valley (
44153,Viña Mayor,Secreto Reserva,Spain,Ribera del Duero
44154,Bodegas Landaluce,Fincas de Landaluce Crianza,Spain,Rioja
44155,Bodegas Palacio,Cosme Palacio 1894 Tinto,Spain,Rioja
44156,Château Valcombe,Epicure,France,Ventoux
44157,Rôtie Cellars,Southern Blend Red,US,Washington
44158,Sauvion,Château du Cléray Réserve Silico Ar,France,Muscadet Sèvre et Ma
44159,Chanoine,Tsarine Cuvée Premium Brut,France,Champagne
44160,Château le Grand Moulin,Collection Grande Réserve,France,Blaye Côtes de Borde
44161,Garnet Vineyards,Stanly Ranch Vineyard,US,Carneros
44162,Château Sainte Barbe,Merlot du Château Sainte Barbe,France,Bordeaux
44163,Collina San Ponzio,Riserva,Italy,Barolo
44164,Donkey & Goat,Blakeman Vineyard,US,Anderson Valley
44165,Brutocao,Feliz Vineyard Estate Bottled,US,Mendocino County
44166,Ascension Cellars,Ascendance Cass Vineyard,US,Paso Robles
44167,Bethel Heights,Estate,US,Eola-Amity Hills
44168,Bright Angel WInes,Courtney's Vineyard,US,Sta. Rita Hills
44169,Château de la Ragotiere,Sélection Vieilles Vignes Sur Lie,France,Muscadet Sèvre et Ma
44170,Halleck,Saralee's Vineyard Dry,US,Russian River Valley
44171,Lété-Vautrain,Brut 204,France,Champagne
44172,Vite Colte,del Comune di Barolo Essenze,Italy,Barolo
44173,Aspaldi,Crianza,Spain,Rioja
44174,Alta Vista,Estate,Argentina,Mendoza
44175,Budeguer,Cuatro Mil,Argentina,Mendoza
44176,Buil & Giné,Giné Giné,Spain,Priorat
44177,Foundry,Proprietary,US,California
44178,Il Falchetto,La Rossa,Italy,Barbera d'Alba Super
44179,Mauro Sebaste,Prapò,Italy,Barolo
44180,McFadden,Coro Mendocino,US,Mendocino
44181,Negretti,Bricco Ambrogio,Italy,Barolo
44182,Negro Angelo e Figli,Prachiosso,Italy,Roero
44183,Matteo Correggia,Marun,Italy,Barbera d'Alba Super
44184,Roco,Private Stash #11,US,Chehalem Mountains
44185,Rutini,Apartado Gran,Argentina,Mendoza
44186,Icardi,Suri di Mu,Italy,Barbera d'Alba
44187,Willamette Valley Vineyards,Signature Cuvée,US,Willamette Valley
44188,Château Hoste-Blanc,Vieilles Vignes,France,Bordeaux Blanc
44189,Château La Rose Poncet,Mon Ange,France,Castillon Côtes de B
44190,Château Saincrit,Vieilles Vignes Réserve,France,Bordeaux Supérieur
44191,Decugnano dei Barbi,Decugnano Bianco,Italy,Orvieto Classico Sup
44192,Domaines Barons de Rothschild (Lafite),Réserve Spéciale,France,Bordeaux Blanc
44193,Two Vintners,Sal May's Discovery Vineyard,US,Horse Heaven Hills
44194,Vigne Surrau,Sciala Superiore,Italy,Vermentino di Gallur
44195,Wm. Harrison,Sangiacomo Family Vineyards,US,Carneros
44196,18401 Cellars,Proprietary,US,Walla Walla Valley (
44197,Andrew Rich,Croft Vineyard,US,Willamette Valley
44198,Angel Vine,The Cluster Fus,US,Columbia Valley (WA)
44199,Avennia,Gravura,US,Columbia Valley (WA)
44200,Beaulieu Vineyard,Reserve Clone 4,US,Rutherford
44201,Daniel Wines,Grand Vent Vineyard,US,Sonoma Coast
44202,Gramercy,John Lewis,US,Walla Walla Valley (
44203,Gremillet,Blanc de Noirs Brut,France,Champagne
44204,Il Colombaio di Santa Chiara,Selvabianca,Italy,Vernaccia di San Gim
44205,Markham,The Altruist Calistoga Estate Viney,US,Napa Valley
44206,Martin Ray,Reserve,US,Diamond Mountain Dis
44207,Quady North,Mae's Vineyard,US,Applegate Valley
44208,Quady North,Eevee's Vineyard,US,Applegate Valley
44209,Sightglass,Conner Lee Vineyard,US,Columbia Valley (WA)
44210,Sojourn,Rodgers Creek Vineyard,US,Sonoma Coast
44211,Structure,Foundation,US,Columbia Valley (WA)
44212,Adegas Gran Vinum,Esencia Diviña,Spain,Rías Baixas
44213,Arbor Brook,Estate 777 Block,US,Chehalem Mountains
44214,Bodegas Vidal Soblechero,Viña Clavidor Cepas Viejas,Spain,Rueda
44215,Château du Coing de Saint-Fiacre,Coing de Sèvre,France,Muscadet Sèvre et Ma
44216,Château Tour des Gendres,La Gloire de Mon Père,France,Côtes de Bergerac
44217,Clos Figueras,Font de la Figuera,Spain,Priorat
44218,Producteurs Plaimont,Plénitude,France,Madiran
44219,Spindrift Cellars,Seven Hills Vineyard,US,Walla Walla Valley (
44220,Château Bélingard,Ortus,France,Côtes de Bergerac
44221,Château de Fountgraves,Pic Saint Loup,France,Coteaux du Languedoc
44222,Château de Fuissé,Domaine le Cotoyon,France,Juliénas
44223,Domaine Luneau-Papin,Clos des Allées Vieilles Vignes,France,Muscadet Sèvre et Ma
44224,Producteurs Plaimont,Château Arricau-Bordes,France,Madiran
44225,Sauvion,Cardinal Richard,France,Muscadet Sèvre et Ma
44226,Standing Sun,Le Blanc,US,Santa Barbara County
44227,Brotte,Les Églantiers,France,Tavel
44228,Valley View,Anna Marie,US,Rogue Valley
44229,Villa Mora,Riserva,Italy,Montefalco Rosso
44230,VinEcol,Los Medanos Reserva,Argentina,Mendoza
44231,Emina,Prestigio,Spain,Ribera del Duero
44232,Finca Decero,Remolinos Vineyard Mini Ediciones,Argentina,Mendoza
44233,Emeritus,Hallberg Ranch,US,Russian River Valley
44234,La Antigua,Clasico Reserva,Spain,Rioja
44235,Monteabellón,Avaniel,Spain,Ribera del Duero
44236,Montecillo,Reserva,Spain,Rioja
44237,Casado Morales,Gran Reserva,Spain,Rioja
44238,Joullian,Estate,US,Carmel Valley
44239,Villa Crespia,Francesco Iacono Dosaggio Zero Rise,Italy,Franciacorta
44240,Vina Robles,Creston Valley Vineyard,US,Paso Robles
44241,Winery by the Creek,Reserve Avila Vineyard,US,Fair Play
44242,McCay Cellars,Trulux,US,Lodi
44243,Roots,Saffron Fields Vineyard,US,Willamette Valley
44244,Barrel Oak,Reserve,US,Virginia
44245,Chateau Ste. Michelle,Indian Wells,US,Columbia Valley (WA)
44246,Dopff & Irion,Brut,France,Crémant d'Alsace
44247,Willm,Gentil Réserve,France,Alsace
44248,Peter Lehmann,Clancy's Shiraz-Cabernet Sauvignon-,Australia,Barossa
44249,Ossiam,Made with Organically Grown Grapes,Spain,Utiel-Requena
44250,Maison Champy,Signature,France,Bourgogne
44251,Pagos del Rey,Diego de Almagro,Spain,Valdepeñas
44252,Finca La Estacada,6 Meses en Barrica,Spain,Uclés
44253,Dominio de la Vega,Artemayor Brut Nature,Spain,Cava
44254,Tildio,Estate,US,Lake Chelan
44255,Bodegas Los Llanos,Pata Negra Gran Reserva,Spain,Valdepeñas
44256,Bodegas Luzón,Luzón Blanco,Spain,Jumilla
